fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5215796137896664,0.9393322196122765,-1.3650266297389193,-0.466421415852694,-0.23139485878231292,-0.4504670175681519,-0.3636100980131857,0.5558543795350449,1.2706949469977764,-0.5736578278336941,-0.9633818131632695,2
-0.29259344188200836,1.9418128237363028,-1.3650266297389193,0.05006017687270996,0.23424655598561658,0.9159197164145162,0.6434765331840353,0.03616458958258631,-0.7089275493516886,0.13088110183741558,-0.5936010735498088,2
-0.29259344188200836,1.2734924209869523,-1.16156761718215,-0.1712890771524633,0.10725344286709028,-0.060070807858818125,0.2467454360457361,0.1401025475730665,-0.3257748081227619,-0.04525363058036201,-0.5936010735498088,2
1.6537890193330873,-1.3997891900104504,1.4833995460558502,-0.466421415852694,-0.2525603776354006,0.13512729699584874,0.42985209626341264,0.6597923375255251,-0.964362710170975,-0.4562346728885097,-0.5936010735498088,3
-0.5215796137896664,0.9393322196122765,-1.3650266297389193,-0.466421415852694,-0.23139485878231292,-0.4504670175681519,-0.3636100980131857,0.5558543795350449,1.2706949469977764,-0.5736578278336941,-0.9633818131632695,2
-0.5215796137896664,0.7165587520291601,-1.3650266297389193,-0.5402045005277516,-0.2525603776354006,-0.255268912713485,-0.18050343779550918,0.5558543795350449,1.2706949469977764,-0.5736578278336941,-0.9633818131632695,2
-0.2353468989050935,0.38239855065448447,-1.0598381109037656,-0.6877706698778668,-0.3795534907539267,-0.060070807858818125,0.39933431956046656,-0.17171132639843176,-0.07033964730347551,-1.1607736025596191,-0.9633818131632695,2
-0.5788261567665813,0.6608653851333808,-1.3650266297389193,-0.9829030085780978,-0.46421556616627757,-0.060070807858818125,-0.7603411951514849,-1.107152948312811,0.5043894645399202,-1.102062025087027,-0.40871070374307933,4
-0.29259344188200836,0.2710118168629259,-1.2632971234605348,-0.3926383311776362,-0.2948914153415761,-0.6456651224228187,-0.8518945252603232,0.03616458958258631,0.31281309392545403,-0.5149462503611023,-0.8709366282599048,4
-0.9223054146280687,0.2710118168629259,-0.9581086046253808,-0.5402045005277516,0.21308103713252682,-0.060070807858818125,0.5824409797781431,-0.43155622137463223,-0.1980572277131187,-0.6910809827788792,-1.1482721829700007,2
-1.5520173873741294,0.4659386009981534,-1.3650266297389193,-0.6877706698778668,0.04375688630782713,0.037528244568515313,0.39933431956046656,-1.263059885298589,1.717706478431529,-0.8085041377240643,-0.5011558886464441,2
-0.29259344188200836,0.4380919175502637,0.11005121129765746,-0.6877706698778668,0.5728948576350198,-0.6456651224228187,-0.5161989815279162,0.34797846355402684,-0.3257748081227619,5.297499919425554,-1.2407173678733654,2
0.10813235895639384,-1.3997891900104504,1.4833995460558502,-0.5402045005277516,0.10725344286709028,1.8919102406878503,1.7421164944900946,0.08813356857782641,-0.07033964730347551,0.5418621441455627,0.05351522077374614,4
-0.2353468989050935,-1.1770157224273337,1.2290757803598884,-0.5402045005277516,5.377467637285927,0.13512729699584874,0.3077809894516283,0.08813356857782641,-1.730668192628834,2.479344200741115,-1.1482721829700007,3
-0.40708652783583765,-0.7871621541568791,0.21178071757604217,-0.1712890771524633,-0.10440174566378867,0.7207216115598494,0.7655476399958197,0.7637302955160054,1.3345537372025995,-0.04525363058036201,-0.6860462584531752,2
