CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.4055915623276797,0.3143688355518804,-1.3017060313164523,-0.2683913156290359,-0.14421743255530314,0.4136718893017581,-0.13277050105905938,0.14021360349292905,-0.9828428567665056,-0.6666082090210984,-1.4590003802772022,0.4410519326070325,-1.0961934464725756,0.1596856587150597
-0.40314013499315987,-0.46815954766936224,-0.5910515354264776,-0.2683913156290359,-0.7402622069004932,0.19427445318162764,0.366140853798709,0.5571598750882428,-0.8678825041257632,-0.9873294849630003,-0.30309414801650153,0.4410519326070325,-0.5027793201469953,-0.1015242873296184
-0.4031424707981475,-0.46815954766936224,-0.5910515354264776,-0.2683913156290359,-0.7402622069004932,1.282713681725651,-0.28207973864423097,0.5571598750882428,-0.8678825041257632,-0.9873294849630003,-0.30309414801650153,0.39642699409025545,-1.2317086916671194,1.3242466681642504
-0.402549176331289,-0.46815954766936224,-1.3211146625067247,-0.2683913156290359,-0.8352838375932041,1.0163025092940647,-0.8392581130474321,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.41616283913453045,-1.387194604574543,1.1827579473900494
-0.3982653099839718,-0.46815954766936224,-1.3211146625067247,-0.2683913156290359,-0.8352838375932041,1.2285766520336716,-0.5333562604339098,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.4410519326070325,-0.17611625541488518,1.4875028844421743
-0.40284348775973056,-0.46815954766936224,-1.3211146625067247,-0.2683913156290359,-0.8352838375932041,0.20709638126656957,-0.3694802679623801,1.0777366189304816,-0.7529221514850207,-1.1061151427192604,0.11303209559735014,0.410571016371986,-1.0633844923728442,0.6712218030525545
-0.3960182655858697,0.07526294067872293,-0.47161380502480116,-0.2683913156290359,-0.26515405343693593,-0.3884109453452136,-0.081786858956806,0.839243922020929,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.42679826674172333,-0.03346862889431301,0.039964433444582
-0.38944764615566074,0.07526294067872293,-0.47161380502480116,-0.2683913156290359,-0.26515405343693593,-0.16046555716845437,0.9925113139121111,1.024637886132401,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.4410519326070325,0.9251234213239319,0.4970818390227692
-0.38165890442440165,0.07526294067872293,-0.47161380502480116,-0.2683913156290359,-0.26515405343693593,-0.9312059009411201,1.1345371740541037,1.0871964647915542,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.3284479722710865,2.4628648352157,-0.6565954226745598
-0.38647066269892366,0.07526294067872293,-0.47161380502480116,-0.2683913156290359,-0.26515405343693593,-0.39980821475405154,0.6210590643099775,1.3296347255527103,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.32932512093972083,0.6326957869567593,-0.3953854766298817
-0.3800647175203428,0.07526294067872293,-0.47161380502480116,-0.2683913156290359,-0.26515405343693593,0.13158947143301822,0.9269609169234994,1.2129791389041071,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.393028042999297,1.1105653358006757,-0.8198516389524837
-0.39261032610891455,0.07526294067872293,-0.47161380502480116,-0.2683913156290359,-0.26515405343693593,-0.39268492137352673,0.511808402662291,1.1559348422544233,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.4410519326070325,0.0863553773829676,-0.3953854766298817
-0.3953770871167647,0.07526294067872293,-0.47161380502480116,-0.2683913156290359,-0.26515405343693593,-0.5636439625060962,-1.0868929461155215,0.7871434644142177,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.3708800391162776,0.4344155860931639,-0.09064053957775704
-0.3327798492532132,-0.46815954766936224,-0.43130357101423533,-0.2683913156290359,-0.14421743255530314,-0.47816444193981206,-0.2565879175931043,0.4337540466694266,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.4410519326070325,-0.628309231485099,-0.23212926035195783
-0.33182216920828406,-0.46815954766936224,-0.43130357101423533,-0.2683913156290359,-0.14421743255530314,-0.26873961655241435,0.5700754222077236,0.317003386193074,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.25597356352516587,-0.34301397844395465,-0.47157171089291283
-0.3330566421442476,-0.46815954766936224,-0.43130357101423533,-0.2683913156290359,-0.14421743255530314,-0.6420001896918579,-0.4495974198373503,0.3344494335851022,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.42701755390888174,-0.5983532299157787,-0.28654799911126577
-0.28324092917301874,-0.46815954766936224,-0.43130357101423533,-0.2683913156290359,-0.14421743255530314,-0.49810966340527885,-1.440136752109708,0.3344494335851022,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.33086013110983153,-0.8679572440396602,0.061731928948305495
