age,income,education,married,children,purchase_amount,gender_Female,gender_Male,occupation_Artist,occupation_Businessman,occupation_Doctor,occupation_Engineer,occupation_HR,occupation_Housewife,occupation_Lawyer,occupation_Retired,occupation_Salesman,occupation_Scientist,occupation_Unemployed,beauty,books,clothing,electronics,food,furniture,home,sports
0.3021780994086134,1.2055331632498887,0.4205823244238937,-0.9801960588196068,1.321889089047653,-0.658898772478334,-1.0120728718702565,1.0120728718702565,-0.31063037209869776,-0.3202121678115206,3.4622265938284555,-0.3164016608696928,-0.33702484493350027,-0.29887224484114183,-0.3239944068816741,-0.31063037209869776,-0.3047887380849036,-0.3406925719346234,-0.323994406881674,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-1.2217748514993787,0.39226380262719923,-1.3806267737512397,-0.9801960588196068,-0.4500801992199784,0.690187345324767,0.9880711436836102,-0.9880711436836102,-0.31063037209869776,3.122929421559669,-0.28883147099110623,-0.3164016608696928,-0.33702484493350027,-0.29887224484114183,-0.3239944068816741,-0.31063037209869776,-0.3047887380849036,-0.3406925719346234,-0.323994406881674,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3021780994086134,-1.949915534441784,-0.48002222466367295,1.020204061220407,1.321889089047653,0.029323047420288437,0.9880711436836102,-0.9880711436836102,-0.31063037209869776,-0.3202121678115206,-0.28883147099110623,3.1605396673686896,-0.33702484493350027,-0.29887224484114183,-0.3239944068816741,-0.31063037209869776,-0.3047887380849036,-0.3406925719346234,-0.323994406881674,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
-1.5846207921917579,-0.04040128856749431,1.3211868735114602,-0.9801960588196068,-1.336064843353794,-0.15405628623205259,-1.0120728718702565,1.0120728718702565,-0.31063037209869776,-0.3202121678115206,-0.28883147099110623,-0.3164016608696928,-0.33702484493350027,-0.29887224484114183,3.086473033978053,-0.31063037209869776,-0.3047887380849036,-0.3406925719346234,-0.323994406881674,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8589289108069997,-0.46080741590865787,0.4205823244238937,-0.9801960588196068,-1.336064843353794,-0.7006833172879853,0.9880711436836102,-0.9880711436836102,-0.31063037209869776,3.122929421559669,-0.28883147099110623,-0.3164016608696928,-0.33702484493350027,-0.29887224484114183,-0.3239944068816741,-0.31063037209869776,-0.3047887380849036,-0.3406925719346234,-0.323994406881674,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.512051604053282,0.19383840790280946,0.4205823244238937,1.020204061220407,1.321889089047653,-0.29269855129584677,0.9880711436836102,-0.9880711436836102,-0.31063037209869776,-0.3202121678115206,-0.28883147099110623,-0.3164016608696928,-0.33702484493350027,-0.29887224484114183,-0.3239944068816741,-0.31063037209869776,-0.3047887380849036,2.935197542821371,-0.323994406881674,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0040672870839513,-1.999251573089693,-0.48002222466367295,1.020204061220407,1.321889089047653,-1.5770698449776532,-1.0120728718702565,1.0120728718702565,-0.31063037209869776,-0.3202121678115206,-0.28883147099110623,-0.3164016608696928,-0.33702484493350027,-0.29887224484114183,3.086473033978053,-0.31063037209869776,-0.3047887380849036,-0.3406925719346234,-0.323994406881674,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.512051604053282,-1.4181145323209867,1.3211868735114602,-0.9801960588196068,1.321889089047653,0.4654384369330398,0.9880711436836102,-0.9880711436836102,-0.31063037209869776,-0.3202121678115206,-0.28883147099110623,-0.3164016608696928,-0.33702484493350027,3.3459112288313198,-0.3239944068816741,-0.31063037209869776,-0.3047887380849036,-0.3406925719346234,-0.323994406881674,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7375932282394684,-0.9219074306487648,1.3211868735114602,1.020204061220407,-1.336064843353794,0.33125845731188786,-1.0120728718702565,1.0120728718702565,-0.31063037209869776,-0.3202121678115206,-0.28883147099110623,-0.3164016608696928,-0.33702484493350027,-0.29887224484114183,-0.3239944068816741,-0.31063037209869776,3.280961121737491,-0.3406925719346234,-0.323994406881674,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
-1.5846207921917579,-0.13106914050305624,1.3211868735114602,1.020204061220407,-1.336064843353794,0.3813804104464255,-1.0120728718702565,1.0120728718702565,3.219260219931959,-0.3202121678115206,-0.28883147099110623,-0.3164016608696928,-0.33702484493350027,-0.29887224484114183,-0.3239944068816741,-0.31063037209869776,-0.3047887380849036,-0.3406925719346234,-0.323994406881674,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
